Section ID,Catagory,Area(mm2),Weight,Ix(mm4),Sx(mm3),Zx(mm3),rx(mm),Iy(mm4),Sy(mm3),Zy(mm3),ry(mm),Cw(mm6),J(mm4),rts(mm),Slenderness of Flange,Slenderness of Web
W21X275,W,51998.4,4.015316448,3156748259.3279996,10316170.782117646,12090660.48,246.39108192185668,328241259.6,2001471.0951219513,3111152.4000000004,79.45140745737842,25308087286086.312,43109580.16533333,93.99480731954328,nonslender,nonslender
W21X248,W,46802.9,3.614119938,2795297637.7416663,9286703.115420818,10802225.725,244.38674493980847,289835096.8449167,1783600.5959687182,2764527.1025,78.69354414960287,21969554628336.59,31896411.386166666,92.69627359723404,nonslender,nonslender
W21X223,W,42169.2,3.256305624,2485182916.3999996,8367619.247138046,9667637.4,242.76244270366956,256232082.516,1586576.3623281734,2454613.62,77.95052995842342,19220336453596.215,23279720.951333333,91.5793734458957,nonslender,nonslender
W21X201,W,38073.72,2.9400526584,2196349455.2464,7521744.709747945,8639053.116,240.18067691891602,226614032.2641,1416337.7016506249,2186541.333,77.14907856233982,16641735426048.0,17367127.9722,90.35705307490817,nonslender,nonslender
W21X182,W,34501.58,2.6642120076,1964420902.3732667,6809084.583616176,7777760.011,238.61502204432355,201912730.08131668,1269891.3841592243,1956982.7945000003,76.50016263826615,14658173146705.248,12958392.505800001,89.38538653772237,nonslender,nonslender
W21X166,W,31342.300000000003,2.420252406,1774561290.0583334,6204759.755448719,7049399.225,237.94691045369157,180013351.17608333,1142941.9122291005,1757506.1075,75.78564075272399,12980650352783.203,9871771.470833333,88.26485395157187,nonslender,nonslender
W21X147,W,27768.78,2.1443051916,1507969811.0394003,5376006.456468451,6093758.007,233.0332669646033,156756183.86385,985887.9488292453,1518489.3284999998,75.1335555133102,11064954583281.74,6364559.1182,88.01641770753729,nonslender,nonslender
W21X132,W,24901.8,1.9229169959999999,1331509657.0159998,4806894.068649819,5423727.540000001,231.23671439213433,137713471.0875,874371.245,1343882.925,74.365729415523,9570484412874.0,4653961.29,86.90510938282522,nonslender,nonslender
W21X122,W,23005.44,1.7764800768,1226888152.0608,4453314.52653648,5005825.992000001,230.9336470636154,127254194.1648,807963.1375542857,1239552.072,74.37393854521281,8811948605780.25,3667064.004266666,86.71502037816931,nonslender,nonslender
W21X111,W,20875.2,1.6119829440000002,1097992607.6160002,4021950.9436483523,4508657.279999999,229.34241722069015,112488612.80000001,721080.8512820514,1105096.7999999998,73.4072505597094,7707907655824.895,2754840.384,85.56435510857689,nonslender,nonslender
W21X101,W,19060.38,1.4718425436,1003975731.8593998,3691087.2494830876,4121488.023,229.50694401970426,102842256.06684999,659245.2311977564,1008339.9465,73.45477287990472,7045530934163.906,2097588.208366667,85.39730686669559,nonslender,slender
W21X93,W,17477.260000000002,1.3495940172,852322760.4735334,3105000.948901761,3578857.0670000003,220.83371042516194,38680851.336783335,361503.2835213396,567501.2905,47.044768792739454,2660248568742.789,2431562.2507333336,57.15756145130537,nonslender,nonslender
W21X83,W,15559.759999999998,1.2015246671999997,752313534.7754669,2765858.583733334,3173670.704,219.88620841363814,33760022.470466666,318490.7780232704,497926.294,46.58004636866415,2300400004739.242,1738409.4155999997,56.44643731606348,nonslender,slender
W21X73,W,13738.24,1.0608668928,656019676.9365332,2438734.8585001235,2785723.024,218.5208511720766,29499406.496533338,279615.2274552923,435330.856,46.33840592967051,1983642209740.342,1204822.9290666666,56.00629735424139,nonslender,slender
W21X68,W,12771.079999999998,0.9861827975999998,605909779.9962666,2260857.388045771,2579488.324,217.81619570805256,26910989.044566665,256295.13375777777,398556.8929999999,45.90405138206531,1805763688281.0,961390.7064666665,55.527875739785785,nonslender,slender
W21X62,W,11639.16,0.8987759352,543942917.1331999,2041061.6027512192,2329029.222,216.18016493080876,23780631.581200004,227565.85245167467,353763.618,45.20129456481886,1588565270661.2256,711990.3023999999,54.875571443875465,nonslender,slender
W21X55,W,10337.742,0.79828043724,468382623.2378599,1774176.6031737118,2029676.7597000003,212.85680677004652,20272843.72674565,193998.50456215933,301863.04981500003,44.28376033587095,1340255487581.1675,476295.68173396663,54.203476578522675,nonslender,slender
W21X48,W,8968.268,0.69252965496,389170484.0888268,1488223.6485232383,1713746.4304000004,208.31265701971222,16142711.516578568,155968.2272133195,243429.77213000003,42.426182314370465,1056418126131.7363,298647.03148830007,52.67675113477629,nonslender,slender
W21X57,W,10691.900000000001,0.8256285180000001,481187072.5916667,1795474.151461443,2082980.425,212.14340319658695,12853826.723416667,153938.04459181638,243425.0675,34.6727889780298,864158129178.9531,689347.1421666667,43.08408128755985,nonslender,slender
W21X50,W,9347.92,0.7218463824,399762487.9957334,1514251.8484686872,1766365.9840000002,206.79666287403202,10405907.180683333,125372.37567088353,199039.737,33.36433555350794,685889020103.8505,432462.58569999994,42.00339489288273,nonslender,slender
W21X44,W,8235.448,0.63594129456,343491089.5822934,1306049.7702748799,1530722.3584000003,204.22745394954126,8564499.665806733,103812.11716129373,165124.73818000001,32.248341462896036,565047562773.3751,283488.36562913336,41.040901051661415,nonslender,slender
W18X311,W,58930.479999999996,4.5506116656,2882645985.6629333,10186028.217890223,12295406.216,221.16971890539492,331167976.35173327,2171593.2875523493,3396248.7319999994,74.96424612170753,20275009276737.996,78070946.70613332,89.6912158823694,nonslender,nonslender
W18X283,W,53626.4,4.141030608,2572867326.8666663,9254918.441966426,11082637.4,219.037954080052,293116153.7386667,1941166.581050773,3031651.36,73.93167657814143,17676479833951.043,58957846.46,88.19065859669888,nonslender,nonslender
W18X258,W,48989.0,3.78293058,2306813615.7466664,8449866.724346764,10039479.7,216.9986169496039,264027802.60416666,1760185.3506944443,2741335.625,73.41343471840683,15620422032000.0,45414805.38333333,87.178757824698,nonslender,nonslender
W18X234,W,44488.0,3.4353633599999998,2053722048.8533335,7663141.973333334,9035459.2,214.85694278624982,234953478.3333333,1582178.3052749718,2457292.0,72.67239923410928,13615622259319.873,34618267.788,85.9115208895687,nonslender,nonslender
W18X211,W,40155.1,3.100776822,1813696475.7583332,6896184.31847275,8069506.975,212.52594143330643,208214242.23008335,1411621.981220904,2187963.4225,72.00868175377043,11828871028694.662,25534741.099166665,84.83186248212829,nonslender,nonslender
W18X192,W,36455.6,2.815101432,1621469543.9666667,6260500.16975547,7275309.1,210.89790842900362,185172735.19466665,1268306.4054429224,1960976.3599999999,71.26994039646256,10349927087005.666,19447056.408,83.62267713552572,nonslender,nonslender
W18X175,W,33086.72,2.5549565184,1430869429.7770667,5633344.211720735,6509525.696,207.9568088663502,164630203.73226666,1135380.7153949426,1753369.168,70.53877279537679,8976625811010.666,14547454.072533332,82.60807750184645,nonslender,nonslender
W18X158,W,29800.480000000003,2.3011930656,1263641295.6629333,5054565.182651733,5805761.216,205.92082778747408,144514325.55573335,1007068.470771661,1552631.912,69.63760407181199,7741544112210.587,10730989.946133336,81.34722127700523,nonslender,nonslender
W18X143,W,26946.0,2.08077012,1135806987.0,4589119.13939394,5237937.0,205.30764208924356,128119358.625,902249.0044014085,1387608.75,68.95412077678719,6809762980457.667,8092072.645833333,80.2272713930448,nonslender,nonslender
W18X130,W,24617.0,1.90092474,1027642311.4166666,4194458.413945578,4762363.25,204.31649314390808,116616018.41666667,821239.5663145541,1260999.25,68.82742816967188,6146312665443.667,6124391.5,79.89236328974803,nonslender,nonslender
W18X119,W,22565.32,1.7424940104,913319272.4337332,3781860.34134051,4285711.286,201.18266772354764,106149172.43693332,739715.487365389,1137430.638,68.58632893782581,5511970352873.374,4419769.657199999,79.97479360288996,nonslender,nonslender
W18X106,W,19983.199999999997,1.5431027039999996,788709573.8906664,3320882.416381753,3746260.76,198.66713957195768,91363594.26666667,643405.59342723,987869.2,67.61671546526047,4641809719597.892,3092250.8306666664,78.74779067388904,nonslender,nonslender
W18X97,W,18282.480000000003,1.4117731056,719969088.9736003,3050716.4787016963,3426110.436,198.44463948258633,82691254.8064,586462.80004539,898521.672,67.25308914063773,4179846597730.9473,2406480.419466667,78.06458537891615,nonslender,nonslender
W18X86,W,16273.560000000001,1.2566443032,633132520.6292002,2711488.3110458255,3031058.4420000003,197.2450104399532,73322243.78119999,520015.91334184393,795253.638,67.12380832334844,3665929545541.8716,1686356.233066667,77.75907700416357,nonslender,nonslender
W18X76,W,14269.32,1.1018768903999998,547766384.8836,2371283.0514441556,2639644.542,195.92779452425225,62664059.19239999,449204.7253935483,685787.6340000001,66.26857366991858,3095862974063.605,1149786.6708000002,76.6405062577638,nonslender,slender
W18X71,W,13395.68,1.0344144096,486625220.0682668,2070745.6173117736,2375170.8959999997,190.59650135823827,25139565.169066668,259170.77493883163,404669.87200000003,43.320803039650855,1265689871143.656,1430264.527466667,52.19247491042479,nonslender,nonslender
W18X65,W,12260.920000000002,0.9467882424000001,444887638.05373347,1905300.3771037837,2175121.674,190.48625333976838,22938105.288933337,237700.57294231438,369659.662,43.253100224304795,1147773457690.2986,1117727.2545333335,51.89454435690192,nonslender,nonslender
W18X60,W,11276.099999999999,0.8707404419999999,403535164.923,1746905.4758571428,1987626.4649999999,189.1739071273843,20920923.16875,217926.28300781248,338004.56249999994,43.073579394784936,1030429627416.576,881234.0864999999,51.55432349750166,nonslender,slender
W18X55,W,10353.48,0.7994957256,366101803.36,1591746.971130435,1810702.3599999999,188.04325477204503,18615701.640999,194928.81299475394,302356.2667,42.402994781206914,915745478304.0,665597.1894413334,50.9303349178171,nonslender,slender
W18X50,W,9399.56,0.7258340231999999,330172487.83666664,1444956.183092633,1638583.67,187.42032163554535,16865196.308818664,176598.91422846768,273192.8128,42.358633198386826,824296417475.3906,496437.5275133333,50.7973860046729,nonslender,slender
W18X46,W,8666.088,0.66919531536,294710294.27936,1281349.1055624348,1475339.2424,184.41069545142776,9401453.9745304,122096.80486403118,191576.99908,32.937145988690624,463244805727.7041,488124.16876746673,40.356887170710664,nonslender,slender
W18X40,W,7497.0,0.57891834,250978543.40999997,1103202.3886153845,1265868.45,182.96774761325196,7957440.750000001,104018.83333333334,162524.25,32.579390213241666,387230440503.6978,315352.44066666666,39.889457436265864,nonslender,slender
W18X35,W,6547.608,0.50560628976,208286939.03903997,925719.7290623998,1070608.8168000001,178.35680479933978,6337049.890989602,83382.23540775792,130980.29724,31.1101587909943,304837183586.304,192425.60257920003,38.747974647819,nonslender,slender
W16X100,W,18891.8,1.4588247959999998,616543385.2666667,2854367.524382716,3229766.9,180.65298905450643,76770903.04316667,581597.7503270202,892401.955,63.74727943624452,3174894993600.0,3198778.4143333337,73.95653543684827,nonslender,nonslender
W16X89,W,16810.18,1.2980820996,542739023.9347334,2542103.1566029666,2859174.5170000005,179.6839734175254,68154062.70968333,516318.6568915404,790545.1285,63.67364222693303,2788910138032.1284,2243073.600533333,73.64359529259954,nonslender,nonslender
W16X77,W,14525.84,1.1216853648,457445971.41786665,2183512.990061416,2440765.084,177.45950899165686,57900355.46986667,441987.44633486005,675211.2559999999,63.13497123398895,2310565251807.356,1463651.9997333335,72.78166339281253,nonslender,nonslender
W16X67,W,12556.199999999999,0.9695897639999999,391116231.6339999,1889450.394367149,2099526.51,176.49150544996212,48968390.849999994,378134.29227799224,576339.45,62.44947678380526,1929187899734.554,965795.687333333,71.72240490157753,nonslender,slender
W16X57,W,10736.939999999999,0.8291065067999999,312217551.26820004,1497446.2890561153,1708460.541,170.52513165779968,18027955.036450002,199203.92305469615,309429.87149999995,40.97632163242786,715164865162.5054,899599.7270666667,48.968018677605805,nonslender,nonslender
W16X50,W,9446.3,0.729443286,273051276.76666665,1319088.2935587761,1498281.65,170.0165655194118,15580606.455979167,173117.84951087963,268093.19875,40.612648469818566,615874752000.0,610738.5285833334,48.45987131528538,nonslender,slender
W16X45,W,8485.752,0.65526976944,240886887.75783998,1177930.9914808802,1333689.9276,168.48506613274415,13786111.8139296,154034.7688707218,237989.10888,40.30655964989723,535826890803.14404,444746.9423232,48.034873497405705,nonslender,slender
W16X40,W,7504.9,0.5795283779999999,211739838.62533334,1043053.3922430214,1176231.19,167.96888293241653,12046226.788020836,135350.86278675098,208489.54375,40.06388519190678,465035120667.9893,309871.52275000006,47.63552183478931,nonslender,slender
W16X36,W,6743.0779999999995,0.52070048316,184793233.33612666,914817.9868125082,1036221.5029000002,165.54418897824345,10258932.510172317,115268.90460867772,178038.16455500002,39.005153799969754,395805068055.19366,208735.63811063336,46.93302353844339,nonslender,slender
W16X31,W,5803.384,0.44813731248000005,153365968.96725333,759237.4701349174,870378.8336,162.563801816628,5132994.054081533,73328.48648687905,114421.25354,29.740257645221188,197575844181.33334,175844.5494957333,36.419781435783406,nonslender,slender
W16X26,W,4875.198,0.37646278956,122775255.7333416,615414.815705973,709614.43326,158.69355689286527,4014379.76194625,57348.28231351786,89693.556825,28.695453845210185,152524825721.856,96047.36933999999,35.65790095227808,nonslender,slender
W14X873,W,165740.0,12.798442799999998,7538506251.666666,25170304.68002226,33260305.0,213.2696137533823,2574941546.666667,10773814.002789402,16791380.0,124.64361036411609,134222664185820.0,1027421333.3333334,152.8284016482927,nonslender,nonslender
W14X808,W,153025.0,11.8165905,6614938272.083334,22849527.710132413,29967463.75,207.91302820347263,2301129592.083333,9750549.118997173,15200703.75,122.62791512645995,114828790000426.67,819643125.0,149.9889802938448,nonslender,nonslender
W14X730,W,138632.0,10.705163039999999,5965168412.666667,20967200.044522554,27236839.5,207.4338415909017,1975039653.1666667,8681492.980952382,13424261.5,119.35927312486125,96716128031250.0,662681612.6666666,144.37714875667092,nonslender,nonslender
W14X665,W,126436.1,9.763395642,5182277164.341667,18878969.633302975,24288653.975,202.4532592175581,1756443390.9934168,7806415.071081853,12056026.3975,117.86409693478883,82243881562500.0,510034370.7353334,141.887878473538,nonslender,nonslender
W14X605,W,114758.0,8.86161276,4497599103.166667,16940109.616446957,21591156.5,197.96977315805728,1533174956.6666667,6937443.242835596,10701683.0,115.58577066398801,68887320390416.664,391681314.6666667,138.50793165747243,nonslender,nonslender
W14X550,W,104077.5,8.03686455,3897969777.125,15196763.263645224,19172959.125,193.52666291673168,1355050906.40625,6201605.978975972,9553901.4375,114.10360865363839,58370238081237.336,296599124.6666667,136.0383074472838,nonslender,nonslender
W14X500,W,94612.72,7.3059942384,3416464405.9357343,13720740.586087286,17136543.436,190.02628856908615,1199129220.2869334,5551524.167995062,8542900.168000001,112.57921833768694,49980514068914.695,225786116.5738667,133.57583555437213,nonslender,nonslender
W14X455,W,86017.0,6.64223274,2983568254.0833335,12354319.89268461,15285680.75,186.24123502159566,1061123546.0033333,4970133.704933645,7640441.95,111.06848036750894,42618787638467.51,172170676.53183332,131.19954819992373,nonslender,nonslender
W14X426,W,80790.28,6.2386254216,2753673510.001734,11594414.778954668,14249380.942000002,184.6191158255769,983679845.6209334,4639999.271796856,7122483.526000001,110.34364602498547,38800130471451.65,144536789.50986668,129.8067640207115,nonslender,nonslender
W14X398,W,75514.6,5.831237412,2504426532.515334,10771727.021571329,13148469.73,182.11205074300258,909258991.2833334,4309284.318878357,6608742.050000001,109.73074783623663,34943408710082.984,118692188.28533338,128.63837597378216,nonslender,nonslender
W14X370,W,70144.36,5.4165474792,2262036237.574533,9943016.428899046,12051842.581999999,179.5781116652477,830779450.8225332,3965534.371467939,6076339.958,108.82946504123124,31095443540028.59,95995030.41439997,127.14127049404549,nonslender,nonslender
W14X342,W,64788.16,5.0029417152,2034155021.3121338,9142269.75870622,10994036.734000001,177.19203687572264,759339447.5276333,3641915.8154802555,5573572.069,108.26053226119488,27686818905794.08,76142258.42843334,125.93609992054711,nonslender,nonslender
W14X311,W,58610.159999999996,4.525876555199999,1782936530.4351995,8216297.375277417,9796424.568,174.41405858471072,665400960.0392,3237960.8761031628,4950307.572000001,106.5504426033412,23549774215961.516,57578477.155733325,123.43248371608644,nonslender,nonslender
W14X283,W,53483.44,4.1299912368000005,1582239681.2661335,7463394.72295346,8823470.968,171.9992168991682,600734650.1981333,2937577.751580114,4485234.748,105.98189360408675,20683699771825.94,44050208.66026666,122.21078153585827,nonslender,nonslender
W14X257,W,48606.0,3.75335532,1416926578.5,6795810.928057554,7963879.5,170.7374269112604,536109578.0,2640933.881773399,4028289.0,105.02237658905575,18224718491952.0,33254568.0,120.60295667589479,nonslender,nonslender
W14X233,W,43975.520000000004,3.3957896544,1237618654.5882668,6096643.618661413,7086574.568000001,167.75981233391892,480791922.3210667,2380158.031292409,3625197.856,104.56180929465076,15759809322187.396,24907062.564800005,119.49001780433149,nonslender,nonslender
W14X211,W,39722.22,3.0673498284,1097587428.6474004,5501691.371666167,6343771.689,166.2274741915622,425987355.93584996,2124625.2166376556,3233429.5995000005,103.55750968579697,13742736123600.594,18450671.2542,117.92866088054787,nonslender,nonslender
W14X193,W,36456.880000000005,2.8152002736000004,998118324.9269335,5066590.4818626065,5800711.576,165.46314132387846,387787901.4717334,1943799.004870844,2954341.2520000003,103.1353100134301,12373644291495.29,14416597.370133335,116.92707055666295,nonslender,nonslender
W14X176,W,33312.74,2.5724097828,886163895.9488665,4591522.776937132,5224355.3889999995,163.0992065990303,352792689.5801166,1768384.4089228904,2686246.6684999997,102.90929690360022,10963837705746.61,10926738.996566664,116.3837033350971,nonslender,nonslender
W14X159,W,29977.739999999998,2.3148810828,789571729.7322,4144733.489407874,4680943.460999999,162.29171543737996,312746022.60345,1579525.3666840908,2396551.9815,102.14014105903391,9616132269672.193,8060960.900399999,115.02698877542392,nonslender,nonslender
W14X145,W,27373.98,2.1138187355999998,710894744.2594,3781355.022656383,4245818.897,161.1512501355464,282507440.80584997,1434047.922872335,2174006.6935,101.58883329543518,8563753179031.923,6183832.678366666,114.05117951052453,nonslender,nonslender
W14X132,W,24803.04,1.9152907488,633829834.2512,3398551.390086863,3810553.5560000003,159.85781844218732,226726523.28719997,1215691.813872386,1844147.044,95.60898493555091,6813570009256.403,4982107.489066667,107.54057199209907,nonslender,nonslender
W14X120,W,22632.399999999998,1.7476739279999998,569657222.1613332,3095963.1639202894,3452028.42,158.6505196032385,206805605.63333333,1108877.2420017873,1680602.7999999998,95.59074539981755,6119028837194.801,3781889.691333333,107.19223080159094,nonslender,nonslender
W14X109,W,20423.62,1.5771119364,507535054.76193327,2796336.3898729105,3098761.7569999998,157.64008528937399,185598099.32148334,1000528.8373125787,1514411.5665000002,95.32798242586907,5399891401722.655,2830003.9628000003,106.4008090683751,nonslender,nonslender
W14X99,W,18644.82,1.4397530004,462099553.4006,2560108.329089197,2824028.187,157.430428275296,168563716.52115002,908699.2804374665,1374802.0515,95.08301657417651,4904488520830.668,2131540.8948000004,105.97667362617395,nonslender,nonslender
W14X90,W,16832.0,1.29976704,409317290.6666667,2299535.3408239703,2525632.0,155.94167119863462,149545560.74666667,812747.6127536232,1228851.2,94.25814780903754,4270100729856.0,1589072.5546666665,104.82934377062757,nonslender,nonslender
W14X82,W,15308.599999999999,1.182130092,360617919.6846667,1986875.590549128,2235364.49,153.48145728801725,61449958.11666666,478209.7907911802,730134.75,63.356774310790655,1787806198508.7285,2000682.9939999997,72.63152624260594,nonslender,nonslender
W14X74,W,13890.279999999999,1.0726074216,329341057.59693325,1824604.1972129266,2038520.634,153.981107072318,56338722.77773333,438433.6402936446,667623.338,63.68659036924828,1637587985994.5188,1518660.848133333,72.555205311412,nonslender,nonslender
W14X68,W,12650.099999999999,0.9768407219999998,293813823.58299994,1650639.4583314604,1837490.085,152.4014619670001,50011357.318749994,393790.2151082677,599124.8625,62.876352703246155,1424961462377.827,1168067.1195000003,71.51412493135567,nonslender,nonslender
W14X61,W,11382.705999999998,0.8789725573199999,262239130.96635324,1485774.1131238143,1646414.0152999999,151.78399840181933,44814403.31010628,352869.31740241166,536301.4130449999,62.746000666651,1268708879609.424,844031.5511260665,71.23911339075036,nonslender,nonslender
W14X53,W,9890.36,0.7637335992000001,220324576.65746662,1248297.8847448535,1397611.246,149.25380865474,24144457.377466667,235555.68173138212,360065.546,49.40861440166387,681639958583.4999,741103.8202666667,57.00776377723615,nonslender,nonslender
W14X48,W,8932.512,0.68976857664,197666343.43264005,1126303.9511831342,1256997.6624,148.7577360109123,21382896.666009597,209636.2418236235,320187.69792,48.92676082678418,602665340205.8159,540456.7618432,56.45571140332222,nonslender,nonslender
W14X43,W,7968.75,0.615346875,174762545.0625,1004382.442887931,1116339.1875,148.09114101477786,18834662.45703125,185563.17691656403,282980.765625,48.6165145275134,526505466592.5469,384872.2578125,55.99388813639177,nonslender,slender
W14X38,W,7117.665999999999,0.5496261685199999,158036745.46715334,882886.8461852142,993733.1946999999,149.00822328604463,11123255.943426283,129340.18538867771,198912.86585499998,39.53185218800885,330393719681.64526,313820.8445649,46.59758456951494,nonslender,slender
W14X34,W,6376.6720000000005,0.49240661184,139921823.66037336,786077.6610133335,883619.9103999999,148.1309094355629,9677599.494958933,113188.2981866542,173958.94431999998,38.957114626863955,286656216381.86395,221509.1370752,46.03090622134985,nonslender,slender
W14X30,W,5618.4384,0.433855813248,118199271.58863549,673500.123012168,759046.4958240001,145.04393991890498,8159260.46300272,95429.94693570433,146887.84845599998,38.10812549180658,237238353651.05835,143358.86820944,45.45064857781157,nonslender,slender
W14X26,W,4887.968000000001,0.37744888896000006,99953283.63050666,566307.5559802077,646946.9472,142.9994463334934,3747440.0356522663,58553.75055706666,91135.40415999999,27.688738460152038,109550974009.344,135583.36073386666,33.63655856641579,nonslender,slender
W14X22,W,4094.4632,0.31617444830400004,79939903.24681811,459424.73130355234,526850.337484,139.72796147545714,2910783.5137908263,45839.11045339884,71450.962872,26.66284372228359,83711178055.98982,74719.14739832,32.77865694512113,nonslender,slender
W12X336,W,63638.32,4.9141510704,1685997437.0749335,7896943.499180016,9859357.828,162.76802805215112,494738694.9877333,2910227.617574902,4487836.216,88.17157254480878,15241756539541.334,107221079.99146666,104.86322486777155,nonslender,nonslender
W12X305,W,57538.96,4.4431584912,1464268206.9301333,7073759.45376876,8746878.136,159.52520539600553,432728031.31013334,2583450.933194826,3978974.636,86.72144595859771,12842606968161.334,80895777.50293332,102.6577902052322,nonslender,nonslender
W12X279,W,52595.740000000005,4.061443042800001,1299837463.3975337,6434838.927710563,7880871.491000001,157.20604434603257,387243709.4752834,2325788.044896597,3581765.2265000003,85.80585060958809,11237289673403.76,61417944.18923333,101.24944393823574,nonslender,nonslender
W12X252,W,47598.96,3.6755916911999997,1124678770.9448001,5752832.587952942,6981726.084,153.71474073362742,343639370.2688,2082662.8501139395,3202177.944,84.96747753001497,9543315272634.0,46192965.806933336,99.77222984555637,nonslender,nonslender
W12X230,W,43650.24,3.3706715328,1014592366.3488001,5284335.241400001,6354959.327999999,152.45879302547456,310174053.3248,1891305.2032,2904445.248,84.29647509745783,8493780659836.074,35721002.86293333,98.55563169926069,nonslender,nonslender
W12X210,W,39687.0,3.0646301400000002,886388141.7099999,4752751.430080429,5669955.449999999,149.44721735976455,276963306.25,1704389.576923077,2613033.75,83.5385594359959,7283674832916.016,27335993.849999998,97.21217173581734,nonslender,nonslender
W12X190,W,36020.64,2.7815138208,791811431.5872,4326838.423973771,5112450.216,148.2638151542933,248694193.0882,1539902.1243851394,2355889.4340000004,83.09159773660737,6426739166799.723,20682181.90806667,96.12331521598836,nonslender,nonslender
W12X170,W,32097.92,2.4786013824,680725113.1050668,3824298.388230712,4476792.064,145.62885712183524,216603884.48426667,1353774.2780266667,2068718.912,82.14756132308167,5412611162111.999,14779907.165866667,94.62205638786851,nonslender,nonslender
W12X152,W,28758.880000000005,2.2207607136000003,593868909.5509336,3413039.7100628368,3959933.696,143.70084120136067,191049741.59373334,1201570.7018473796,1833805.1720000003,81.50556137092634,4655240972889.407,10689020.117466668,93.47629375196112,nonslender,nonslender
W12X136,W,25589.64,1.9760320008,512801357.2912,3016478.5723011764,3471134.124,141.56063265972722,165843182.0097,1052972.5841885714,1605594.591,80.50386341755025,3933804822546.3745,7587317.1294,92.01899489934907,nonslender,nonslender
W12X120,W,22575.6,1.743287832,441608180.148,2652301.3822702705,3026036.34,139.86173260235142,142879669.2,915895.3153846153,1394955.0,79.55464960616378,3315366722543.6157,5257090.944,90.58662235464608,nonslender,nonslender
W12X106,W,19867.9,1.534199238,385455751.3863334,2350339.947477643,2655909.655,139.28722381001236,124711891.03958333,804592.8454166666,1222740.3625,79.2278643971387,2858552072749.208,3644059.119166667,89.62891767444484,nonslender,nonslender
W12X96,W,18078.8,1.396044936,345138474.1826666,2137080.3354963874,2399349.3400000003,138.1694049521252,113765703.06666668,733972.2778494625,1113927.8,79.32697205212806,2560007944005.792,2756349.193333333,89.36197177721542,nonslender,nonslender
W12X87,W,16274.480000000001,1.2567153456000002,303276778.3562668,1907401.121737527,2131741.816,136.5104877984326,99393443.59906667,647514.2905476657,982640.1120000001,78.14933886266552,2196610389856.0999,2012019.0958000002,88.01499646848717,nonslender,nonslender
W12X79,W,14785.24,1.1417162328,273556061.71853334,1736863.8839271958,1930287.406,136.02194546472757,90217997.36153333,587739.3964920738,891055.8840000001,78.11463394884525,1979287100271.222,1504794.4178999998,87.71373448989866,nonslender,nonslender
W12X72,W,13400.2,1.034763444,245377554.73333332,1572933.0431623932,1740173.9,135.31993389808258,80419105.67183334,527338.3978480875,798969.795,77.468291734251,1748965447526.0417,1126321.185,86.83203898694667,nonslender,nonslender
W12X65,W,12131.142,0.93676678524,217280495.15953997,1415508.111788534,1558644.8551000003,133.83186435628795,72845471.62627085,477675.2237788252,723073.769305,77.4908521090645,1548046623469.5002,837226.1620745333,86.6144730848473,nonslender,nonslender
W12X58,W,10815.836,0.8351988559199999,195008163.15294662,1258117.1816319136,1391809.2266,134.2753673061179,44535841.30910547,350675.9158197281,531598.87126,64.1689279420525,960031328691.567,808091.5606509334,72.09219021374489,nonslender,nonslender
W12X53,W,9850.328000000001,0.7606423281600001,174311882.59762672,1135582.2970529427,1253344.6796,133.0264956981729,39890750.99152107,314100.4015080399,476296.22632,63.63715568083302,852309836194.1224,592507.5394474667,71.65691741704451,nonslender,nonslender
W12X50,W,9290.56,0.7174170432,160987487.9021333,1038628.9542073115,1162232.836,131.63613293585212,23423623.250133336,228523.1536598374,348631.516,50.21183475043663,504714566355.14056,673182.9302666667,57.536675639852895,nonslender,nonslender
W12X45,W,8320.878,0.6425381991600001,142632627.91946006,929202.7877489255,1035069.3770999999,130.9256879888989,20672449.63043065,202671.07480814363,308826.375945,49.843828605996684,441557080217.85596,483318.7203041333,57.0216062428065,nonslender,nonslender
W12X40,W,7384.342,0.57021888924,124147249.86407337,822167.2176428699,910704.6808999999,129.66198037651637,18274172.977731183,180041.1130810954,273787.05189500004,49.74654969846388,381103775615.5323,344705.92149536667,56.655250962379945,nonslender,nonslender
W12X35,W,6630.792,0.51202975824,118206515.13696,743437.2021192453,833884.3368,133.5174423990297,10257170.1526904,122840.36111006467,188300.29476,39.33064580663365,237980859263.136,301016.09796479996,45.84270673687225,nonslender,slender
W12X30,W,5629.76,0.4347300672,97508193.14346668,625052.5201504275,697629.824,131.60597710802207,8545624.103466665,102959.32654779115,157467.34399999998,38.96071804204159,193146440493.73868,184304.96426666665,45.336643956907714,nonslender,slender
W12X26,W,4882.188,0.37700255736,83798717.32500997,540636.8859678062,601611.7629,131.01210846574085,7229659.4306544,87632.23552308364,133839.24948,38.481471453002726,162938298502.74026,118790.44143213333,44.805612397660866,nonslender,slender
W12X22,W,4119.84,0.3181340448,63460316.8512,406796.90289230767,470949.98400000005,124.11119097233669,1917131.8032000002,37590.81967058824,59344.056000000004,21.5717714782917,43323443054.784,114525.01440000003,26.616743233201184,nonslender,slender
W12X19,W,3558.1134,0.274757516748,53533879.295993395,345379.8664257638,400488.8744370001,122.66042497841222,1577537.9744395053,30932.117145872653,48849.52594950001,21.05620104165597,35640303385.69708,69132.82957601,26.201840285929073,nonslender,slender
